매장명,위도,경도,주소
고양행신,37.623815,126.834306,경기도 고양시 덕양구 충장로 126 (행신동)
고양원흥DT,37.636819,126.869261,경기도 고양시 덕양구 서오릉로663번길 8 (원흥동)
고양향동,37.598934,126.8924129,경기도 고양시 덕양구 꽃마을로 4 (향동동)
지축역,37.649902287279666,126.91431004232291,경기도 고양시 덕양구 지축로 56 (지축동)
화정호국로,37.641763,126.829844,경기도 고양시 덕양구 화수로14번길 72 (화정동)
신흥역,37.440935,127.146642,경기도 성남시 수정구 산성대로 267 (신흥동)
성남위례,37.473131,127.141067,경기도 성남시 수정구 위례광장로 104 (창곡동)
성남이마트,37.4442471,127.14145710000002,경기도 성남시 수정구 수정로 201 (태평1동) 신세계쉐덴
판교아이스퀘어,37.4134038262846,127.098334109561,경기도 성남시 수정구 창업로 18(시흥동)
성남모란삼성프라자,37.43401,127.12782,경기도 성남시 수정구 산성대로 81 (수진동)
남위례역,37.46403,127.14108,경기도 성남시 수정구 위례광장로 9-9 (창곡동)
여주DT,37.265915,127.638676,경기도 여주시 세종로 358 (점봉동)_1
여주P.아울렛입구,37.240607,127.612308,경기도 여주시 명품로 360 2004호 (상거동)
여주P.아울렛,37.24272107,127.6126336,경기도 여주시 명품로 360 2400호 (상거동)
여주자유CC,37.2089834,127.5702741,경기도 여주시 가남읍 자유그린길 69 
평택비전,36.998684,127.114062,경기도 평택시 비전5로 20-24 (비전동)
평택서정DT,37.066066,127.063519,경기도 평택시 경기대로 1353 (서정동)
평택안중DT,36.990698,126.913407,경기도 평택시 안중읍 서동대로 1459 
평택로데오,36.9918478,127.08850410000002,경기도 평택시 중앙2로 13 (평택동)
평택AK플라자,36.99159,127.08524,경기도 평택시 평택로 51 (평택동) 평택역
평택송탄,37.066397,127.062939,경기도 평택시 관광특구로 38 (서정동)
평택독곡DT,37.0868,127.063,경기도 평택시 경기대로 1600 (독곡동)
평택이충DT,37.0519107964149,127.077113240433,경기도 평택시 청원로 1388 (이충동)
평택죽백DT,37.0144149,127.1139504,경기도 평택시 만세로 1707 (죽백동)
평택청북DT,37.0201732740776,126.915001051696,경기도 평택시 청북읍 안청로2길 86 
평택대DT,36.9933627,127.1346334,경기도 평택시 서동대로 3847 (용이동)
평택고덕,37.0402567,127.0510812,경기도 평택시 고덕면 고덕여염9길 38 
평택이마트,37.0211176055853,127.07553918798,경기도 평택시 영신로 29 (지제동)
평택세교DT,37.007346270548,127.078787129681,경기도 평택시 경기대로 625 (세교동)
평택비전DT,37.011253841642144,127.10463089994097,경기도 평택시 비전4로 180 (비전동)
주엽강선,37.6664601,126.7662096,"경기도 고양시 일산서구 중앙로 1371 (주엽동, 강선마을13단지아파트)"
일산가로수길R,37.66544439999999,126.75746860000004,경기도 고양시 일산서구 주엽로 80 (대화동)
일산가구단지,37.699706,126.757090,경기도 고양시 일산서구 하이파크2로 67 (덕이동)
일산덕이DT,37.69192,126.756991,경기도 고양시 일산서구 탄중로 106 (덕이동)
일산후곡,37.6773867,126.76756990000001,경기도 고양시 일산서구 일산로 541 (일산동)
킨텍스이마트,37.662238,126.743981,경기도 고양시 일산서구 킨텍스로 171
일산탄현제니스,37.695265,126.762135,경기도 고양시 일산서구 일현로 97-11 (일산위브더제니스스퀘어1동147~151)
대화역,37.6753761,126.7481894,"경기도 고양시 일산서구 중앙로 1559, 시티타워 1~2층 (대화동)"
일산주엽,37.669903,126.762657,"경기도 고양시 일산서구 중앙로 1420, 1층 (주엽동)"
현대킨텍스,37.668128,126.751207,경기도 고양시 일산서구 호수로 817 (대화동)
문촌사거리,37.672648304725364,126.75661266760485,경기도 고양시 일산서구 중앙로 1470 (주엽동)
일산탄현동,37.6951672,126.7644783,경기도 고양시 일산서구 일현로 91 (탄현동)
풍무역DT,37.610561,126.737493,경기도 김포시 김포대로 657 (풍무동)
풍무사거리DT,37.607891,126.723023,경기도 김포시 풍무로 137 
김포아이앤씨,37.638769,126.680464,경기도 김포시 태장로 779 (장기동)
김포구래,37.645803,126.629073,"경기도 김포시 김포한강4로 487 (구래동, 한강신도시 반도유보라 4차)"
김포장기커낼,37.640452,126.677493,"경기도 김포시 김포한강2로 41 (장기동, E편한세상 캐널시티)"
김포감정DT,37.624786,126.696429,경기도 김포시 중봉로 27 (감정동)
김포운양,37.6543091,126.6841727,경기도 김포시 김포한강11로 288-32
김포이마트,37.6443438,126.628299,경기도 김포시 김포한강7로 71
김포풍무DT,37.600112,126.720441,경기도 김포시 풍무로 45 (풍무동)
김포시청,37.618396,126.717912,경기도 김포시 사우중로 35 (사우동)
김포장기,37.644239,126.667908,"경기도 김포시 김포한강4로 117, 홍우프라자 102~105호 (장기동)"
김포현대아울렛3층,37.5993831717372,126.785569327814,경기도 김포시 고촌읍 아라육로152번길 100 
김포구래DT,37.635053,126.627304,경기도 김포시 양촌읍 봉수대로 1871 
김포석모DT,37.651307,126.650071,"경기도 김포시 양촌읍 김포한강4로301 1,2층"
김포걸포,37.63217590031109,126.70152752409693,"경기도 김포시 걸포2로 83 (걸포동, 한강메트로자이1단지)"
김포마산역,37.637677,126.644226,경기도 김포시 김포한강8로 172 (마산동)
부천상동역,37.50621,126.75427,경기도 부천시 길주로 105 (상동)
스타필드부천,37.461754,126.813280,경기도 부천시 옥길로 1 (옥길동) 1195호
부천옥길,37.467726,126.823388,경기도 부천시 옥길로 118 (옥길동)
부천심곡DT,37.492932,126.78441,경기도 부천시 부천로 97 (심곡동)
뉴코아부천4층,37.504279,126.756992,경기도 부천시 송내대로 239 (상동)
중동이마트,37.504022,126.763939,경기도 부천시 석천로 188 (중동)
부천중동DT,37.4963743,126.76420000000007,경기도 부천시 부흥로 193 (중동)
부천신중동역,37.5037646,126.77414390000001,경기도 부천시 길주로 281 (중동) 동화빌딩
역곡역DT,37.4835239,126.8093104,경기도 부천시 경인로 485
부천중동,37.497976,126.77702,경기도 부천시 신흥로 161 (중동)
부천시청역,37.505534,126.762448,"경기도 부천시 길주로 181, 102,103,104,110,111,112호 (중동)"
현대중동,37.50428252,126.7621682,"경기도 부천시 길주로 180, 현대백화점부천중동점 중동점 지하1층 (중동)"
부천플레이도시,37.49991091,126.7449246,경기도 부천시 조마루로 2 (상동)
송내역,37.488389,126.752604,"경기도 부천시 부일로 204, 루치올라빌딩 (상동)"
부천,37.485054,126.782117,"경기도 부천시 부천로 7, 1,2층 (심곡동)"
부천상동,37.5051779,126.75242359999993,경기도 부천시 상동로 87 (상동)
중동디지털프라자,37.5031811685761,126.770616064676,경기도 부천시 길주로 254 (중동)
부천역,37.48404,126.78265,경기도 부천시 부천로 1 (심곡본동)
부천옥길DT,37.4720219,126.8160956,경기도 부천시 양지로 119 (옥길동)
부천상동DT,37.5156818312932,126.758575497719,경기도 부천시 평천로 611 (상동)
부천원종DT,37.5297339526141,126.80545118712157,경기도 부천시 소사로 826 (원종동)
부천중동센트럴,37.501698,126.768647,"경기도 부천시 소향로 181 (중동, 센트럴파크 푸르지오)"
춘의역DT,37.50308,126.78546,경기도 부천시 길주로 386 (춘의동)
신중동,37.5003106,126.7764634,경기도 부천시 신흥로 187 (중동)
소사역,37.48165,126.79493,"경기도 부천시 경인옛로 25 (소사본동, 부천 한신더휴 메트로)"
광교갤러리아9F,37.2850653,127.0572660,경기도 수원시 영통구 광교호수공원로 320 (하동)
수원법조타운,37.29184,127.067164,경기도 수원시 영통구 광교중앙로248번길 7-2 (하동)
광교역,37.300082,127.043620,경기도 수원시 영통구 대학로 47 (이의동)
광교엘포트R,37.2869954,127.05778150000003,경기도 수원시 영통구 광교중앙로 145 (이의동)
영통R,37.2453658,127.0618147,경기도 수원시 영통구 덕영대로 1566 (영통동)
수원망포DT,37.24582770000001,127.05133999999998,경기도 수원시 영통구 덕영대로 1467
수원광교,37.290374,127.049582,경기도 수원시 영통구 센트럴타운로 85 (이의동) 광교c1호반베르디움
수원트레이더스,37.24626,127.047864,경기도 수원시 영통구 삼성로 2 트레이더스수원점 (신동)
경희대국제캠퍼스,37.247951,127.076749,경기도 수원시 영통구 덕영대로 1695 (영통동)
수원망포역,37.245241,127.055904,경기도 수원시 영통구 영통로 195 (망포동)
광교이마트,37.2962004,127.0465643,경기도 수원시 영통구 광교로 191(이의동)
수원영통,37.255675,127.074321,"경기도 수원시 영통구 봉영로 1617, 훼미리타워 1층 (영통동)"
광교더샵레이크시티,37.270796,127.060012,경기도 수원시 영통구 광교호수공원로 20 (원천동)
수원청명,37.2546045588473,127.078292140309,경기도 수원시 영통구 청명로 88 (영통동)
안산한양대,37.300847,126.838212,"경기도 안산시 상록구 성안길 82-3, B동 1층 (사동)"
안산한대앞역,37.308754,126.851175,"경기도 안산시 상록구 광덕1로 379, 한남빌딩 1~2층 (이동)"
안산삼성프라자,37.3061739541437,126.847872383514,"경기도 안산시 상록구 광덕1로 342 (이동), 1층 일부"
경기양평,37.49134,127.499932,경기도 양평군 양평읍 시민로 75 
더양평DTR,37.4973977,127.4817302,경기도 양평군 양평읍 양근로 76 
용인죽전역R,37.3313521,127.1091828,"경기도 용인시 수지구 용구대로 2750 (죽전동, 죽전 효성해링턴 플레이스)"
죽전단국대,37.3244016,127.12494279999999,경기도 용인시 수지구 죽전로168번길 18 (죽전동)
수지동천,37.335988,127.09101,경기도 용인시 수지구 손곡로 
죽전,37.331506,127.12479,경기도 용인시 수지구 현암로 140 (죽전동)
수지성복DT,37.314048,127.079162,경기도 용인시 수지구 성복2로 55 (성복동)
광교중앙로,37.29882,127.06947,경기도 용인시 수지구 광교마을로 41 (상현동)
죽전이마트,37.3253735,127.1099255,"경기도 용인시 수지구 포은대로 552, 이마트 죽전점 1층 (죽전동)"
신세계경기,37.32500393,127.1081332,경기도 용인시 수지구 포은대로 536 (죽전동) 3층
수지이마트,37.31965,127.083677,경기도 용인시 수지구 수지로 203 (신봉동)
수지풍덕천,37.322169,127.0952655,"경기도 용인시 수지구 수지로296번길 51-11, 비즈마루빌딩 1층 101호 (풍덕천동)"
수지구청역,37.3229644,127.0948689,"경기도 용인시 수지구 풍덕천로 119 (풍덕천동) 111,112,113,206,207호"
수지성복역,37.3127961,127.0802009,경기도 용인시 수지구 성복2로 37 (성복동)
파주P.아울렛1F,37.769258,126.6947,경기도 파주시 탄현면 필승로 200 
파주야당역,37.712142,126.759475,경기도 파주시 야당동 1066-3
파주금촌역,37.764081,126.774205,경기도 파주시 문화로 109 (금촌동)
파주금릉역,37.752207,126.765613,"경기도 파주시 금릉역로 84, 청원센트럴타워 1층 (금촌동)"
파주운정,37.71203,126.744499,경기도 파주시 와석순환로 135
파주P.아울렛3F,37.768974,126.69632,경기도 파주시 탄현면 필승로 200 1312호
파주문산DT,37.8464380469309,126.789040084356,경기도 파주시 파주읍 통일로 1555 (봉서리)
파주가람,37.735972140257,126.759841042896,경기도 파주시 가람로 89 (와동동)
파주산내,37.728707,126.735514,경기도 파주시 청암로17번길 29 (목동동)
파주야당DT,37.70346,126.75964,경기도 파주시 경의로 966 (야당동)
파주운정이마트,37.710647,126.74545,경기도 파주시 한울로 123 (동패동)
지행역,37.892653,127.053463,경기도 동두천시 지행로 55 (지행동)
동두천DT,37.888925,127.057066,경기도 동두천시 평화로 2254 (지행동)
